company,ticker,exchange,date,analyst_name,question,label
Edgewell Personal Care Company,EPC,NYSE,2024-11-09,Olivia Tong Cheang,"I wanted to ask about your visibility and the building blocks on your fiscal '25 sales outlook for 1% to 3% organic. And what gets such an acceleration going? Because you mentioned in your prepared remarks a lot about Q1 being sluggish sales and EBITDA and EPS down. Obviously, the supply chain challenges you had, high promotion in Wet Shave, the over-indexing to drug, and you've got a new Head of North America. So it seems like you've built in some flexibility in Q1, but obviously, a fair bit of expectation for the sales to grow as the year progresses. So maybe even if you could talk about new product pipeline or the cadence, that would be helpful.",
"BellRing Brands, Inc.",BRBR,NYSE,2024-11-19,Bill Chappell,"Thanks. Good morning. Darcy, talk a little bit more about just the decision on stepping up marketing in 2025 and kind of why now and what level? And -- because it seems like it's a step change. I mean you've kind of grown exceptionally well over the past few years despite not doing any national marketing despite not kind of flooding their waves. And it seems like at least this quarter and probably for the next few quarters, you are deciding to step up. So maybe give us an inside look of what the thought process was from the company or from the management team of like why now, where do we go with this? How far is too far, how little is too little? Any kind of color around that would be great.",
"Stanley Black & Decker, Inc.",SWK,NYSE,2024-12-03,Neal Burk,Certainly in outdoor categories. You mentioned interest rates a couple of times. Are there any other kind of macro indicators that you are looking at to see a recovery in DIY?,
Pagaya Technologies Ltd.,PGY,NASDAQ,2024-11-12,John Hecht,"Morning, guys, and thanks very much for taking my calls, and congratulations on continuing to execute against the growth plan. Maybe just because I know that the personal loan product, it's more mature, it's more scaled. Maybe can you talk about the FRPC with that versus the other new products? And also maybe talk about the risk retention across the different product line?",
Seadrill Limited,SDRL,NYSE,2024-11-13,David Smith,Hi. Good morning. Congratulations on the quarter and the increased guidance.,
Korea Electric Power Corporation,KEP,NYSE,2024-11-17,Unidentified Company Representative,"[Foreign Language] [interpreted] KEPCO is implementing a KRW30 trillion of financial stabilization plan for five years from 2022 to 2026. In this plan, we are taking a lot of measures such as filling our assets and reducing our cost of investment and trying to increase the income other than from power sales and we are beating this target by 110%. And to answer your questions about foreign exchange fluctuations impact on us. Foreign exchange fluctuations can impact our business in two ways. The first on the borrowing and the second on the fuel cost. However, our borrowings are hedged so we are hedged from risk somewhat. And secondly, the impact on the fuel cost. We are exposed to some foreign exchange fluctuation risk when we buy LNG or other fuel, but the details of this impact varies from the fluctuation range and the cost of global fuel.",
"The Trade Desk, Inc.",TTD,NASDAQ,2024-11-07,JeffGreen,"You bet. Thanks so much for the question. I'm so proud of what we've done with Roku this year. We've had a long-standing relationship with them, but it's really borne fruit in this year. And it really represents a significant change for them as it relates to adopting things like UID2 and some of the principles of the open Internet. But of course, the Roku channel has grown tremendously for them, and they have become not only a partner for us as a distributor of others' content, but also a premium publisher themselves. I'm so excited by what they've done with UID2 and because of some of the assets they have with ACR and whatnot, I expect our partnership to continue to grow in the coming years. So I'm very optimistic about our partnership with Roku. I expect that to continue to expand and very much appreciate the question.",
"Intellia Therapeutics, Inc.",NTLA,NASDAQ,2024-11-07,Unidentified Analyst,"Hi, good morning. This is CJ [ph] on for Mani. My question is regarding the Phase III HAELO study, I just noticed that patients are randomized 2-to-1 there versus 1-to-1 in MAGNITUDE. So, I was just wondering if you thought this 2-to-1 enrollment was thought to accelerate patient enrollment in the study? Thank you.",
Haemonetics Corporation,HAE,NYSE,2024-11-09,Marie Thibault,Okay. That's really helpful and good to hear. Maybe my follow-up quickly here on some of the acquired products in hospital. I heard $16 million in revenue from that segment this quarter. I think it was $18 million last quarter and I noticed a little bit of a nudge down on the guidance. Can you tell us what's happening a bit with the Attune and OpSens products and the rollout there? Thank you.,
"Moderna, Inc.",MRNA,NASDAQ,2024-11-21,Michael Yee,"Okay. Thank you very much, everyone. I appreciate it. Lavina, thank you for walking us through this. Looking forward to 2025.",
Jackson Financial Inc.,JXN,NYSE,2024-11-07,Ryan Krueger,"Okay. Got it. And then when I look at the market risk benefits roll forward, it looks like there's been a fairly consistent amount of negative impact from actual policyholder behavior versus your expectation at $514 million year-to-date. Can you give some additional info on what is driving that? And how to think about that as we go forward?",
Largo Inc.,LGO,NASDAQ,2024-11-14,Gary Bryck,"Well, if you understand elasticity, maybe you could explain how prices would change if you, for example reduced your production of vanadium.",
"Liquidity Services, Inc.",LQDT,NASDAQ,2024-12-12,Logan Lillehaug,"Great and then one thing I don't think we've talked about today is the real estate opportunity and bid for assets. I know you've talked in the past about making some progress, just trying to get some of those municipalities to adopt, going through the online auction channel. I just love an update on how you think that's going and how immediate you think that that opportunity is and then you've talked about it being a $100 million GMV opportunity?",
